County,PercentageArmedShootings,PercentageArmedUnknownShootings,PercentageBodyCamOff,PercentageArmedGun,HispanicDemog,HispanicShooting,BlackShooting,BlackDemog,WhiteShooting,WhiteDemog
Nueces County,88.89,11.11,55.56,66.67,75.00,62.40,12.50,4.40,12.50,30.90
Nye County,100.00,0.00,50.00,75.00,0.00,14.40,25.00,2.70,75.00,77.50
Oakland County,87.50,22.22,100.00,62.50,0.00,3.80,33.33,14.50,66.67,73.30
Ocean County,83.33,16.67,83.33,33.33,0.00,8.90,20.00,3.50,60.00,85.00
Oconee County,0.00,100.00,100.00,0.00,0.00,4.80,0.00,7.80,100.00,85.20
Oconto County,100.00,0.00,100.00,100.00,0.00,1.70,0.00,0.30,100.00,95.40
Okaloosa County,100.00,0.00,100.00,100.00,25.00,8.50,0.00,10.10,75.00,74.70
Okanogan County,100.00,0.00,100.00,100.00,0.00,19.00,0.00,0.80,100.00,66.40
Okfuskee County,0.00,100.00,100.00,0.00,0.00,4.00,0.00,8.00,100.00,61.80
Oklahoma County,92.50,11.90,66.67,62.50,11.90,16.20,42.86,15.70,38.10,57.70
Okmulgee County,100.00,40.00,100.00,66.67,0.00,3.70,20.00,8.60,80.00,63.50
Oldham County,100.00,0.00,100.00,100.00,0.00,3.80,100.00,4.40,0.00,88.70
Oneida County,100.00,0.00,100.00,0.00,0.00,5.30,0.00,6.80,100.00,83.00
Onondaga County,100.00,0.00,71.43,57.14,0.00,4.60,83.33,11.70,16.67,77.80
Onslow County,100.00,0.00,100.00,100.00,0.00,12.10,0.00,15.80,100.00,66.90
Ontario County,100.00,0.00,100.00,100.00,0.00,4.30,100.00,2.60,0.00,90.60
Orange County,82.93,33.33,74.51,34.15,58.97,34.30,10.26,2.10,23.08,42.00
Orange County,84.00,19.23,88.46,60.00,25.00,29.20,41.67,22.20,29.17,43.30
Orange County,100.00,0.00,100.00,0.00,100.00,1.30,0.00,1.10,0.00,95.70
Orange County,100.00,0.00,100.00,100.00,0.00,8.40,100.00,12.20,0.00,69.60
Orange County,80.00,20.00,80.00,20.00,0.00,19.40,40.00,11.80,60.00,66.10
Orange County,100.00,0.00,100.00,100.00,0.00,1.30,0.00,0.60,100.00,95.70
Orangeburg County,0.00,100.00,100.00,0.00,0.00,2.10,100.00,62.20,0.00,33.60
Orleans Parish County,100.00,11.11,44.44,75.00,0.00,5.50,88.89,59.80,11.11,31.20
Orleans County,100.00,0.00,100.00,100.00,0.00,4.70,0.00,6.70,100.00,86.40
Osage County,100.00,0.00,100.00,100.00,0.00,3.30,0.00,11.30,100.00,64.20
Osceola County,100.00,0.00,100.00,50.00,0.00,49.70,100.00,13.40,0.00,36.10
Osceola County,100.00,0.00,100.00,0.00,0.00,1.60,0.00,0.80,100.00,95.20
Oswego County,100.00,0.00,100.00,100.00,0.00,2.30,0.00,1.10,100.00,94.40
Otero County,100.00,0.00,75.00,75.00,100.00,36.50,0.00,4.20,0.00,50.80
Otsego County,100.00,0.00,100.00,0.00,0.00,3.50,0.00,2.20,0.00,91.70
Ottawa County,100.00,0.00,100.00,100.00,0.00,9.40,0.00,1.80,100.00,84.50
Ottawa County,100.00,0.00,100.00,100.00,0.00,5.30,0.00,1.20,100.00,66.00
Ouachita Parish County,100.00,0.00,100.00,75.00,0.00,2.20,100.00,37.30,0.00,58.50
Outagamie County,100.00,0.00,50.00,75.00,25.00,4.10,50.00,1.30,25.00,88.40
Overton County,100.00,0.00,100.00,100.00,0.00,1.30,0.00,0.70,100.00,96.20
Owen County,100.00,0.00,100.00,100.00,0.00,1.30,0.00,0.50,100.00,96.40
Owsley County,100.00,0.00,100.00,0.00,0.00,1.00,0.00,0.50,100.00,97.40
Owyhee County,100.00,0.00,0.00,100.00,100.00,26.50,0.00,0.80,0.00,68.20
Oxford County,100.00,0.00,100.00,100.00,0.00,1.20,0.00,0.40,100.00,95.80
Page County,100.00,0.00,100.00,100.00,0.00,1.90,0.00,2.20,0.00,94.40
Palm Beach County,91.67,15.38,100.00,58.33,23.08,20.70,23.08,18.80,53.85,57.30
Panola County,0.00,100.00,100.00,0.00,0.00,9.10,100.00,16.00,0.00,73.10
Park County,100.00,0.00,100.00,100.00,0.00,6.20,0.00,0.60,100.00,89.50
Park County,100.00,0.00,100.00,0.00,0.00,2.80,0.00,0.30,100.00,93.70
Parker County,100.00,20.00,100.00,50.00,0.00,11.40,20.00,1.70,80.00,84.40
Pasco County,100.00,0.00,66.67,66.67,0.00,13.40,0.00,5.60,100.00,77.40
Passaic County,100.00,0.00,100.00,62.50,20.00,39.60,60.00,14.80,20.00,42.90
Paulding County,50.00,50.00,100.00,50.00,0.00,5.70,0.00,18.00,100.00,73.80
Payne County,66.67,33.33,100.00,33.33,0.00,4.50,0.00,3.90,100.00,77.30
Peach County,100.00,0.00,100.00,100.00,0.00,7.30,0.00,45.10,100.00,45.30
Pearl River County,100.00,0.00,100.00,100.00,0.00,3.00,0.00,12.80,100.00,81.70
Pecos County,100.00,0.00,100.00,100.00,100.00,67.60,0.00,4.40,0.00,26.50
Pemiscot County,100.00,0.00,100.00,100.00,0.00,2.20,0.00,26.70,0.00,69.30
Pendleton County,0.00,100.00,100.00,0.00,0.00,1.10,0.00,2.40,100.00,94.80
Pennington County,88.89,11.11,100.00,66.67,0.00,4.90,0.00,1.60,87.50,80.40
Penobscot County,100.00,0.00,100.00,75.00,0.00,1.30,0.00,0.90,100.00,94.10
Peoria County,100.00,0.00,100.00,100.00,33.33,4.60,66.67,18.10,0.00,71.20
Perry County,100.00,0.00,100.00,50.00,0.00,2.80,0.00,2.20,100.00,92.40
Perry County,100.00,0.00,100.00,100.00,0.00,0.80,0.00,1.70,100.00,95.70
Perry County,100.00,0.00,100.00,100.00,0.00,0.80,0.00,0.50,100.00,97.00
Pershing County,100.00,0.00,100.00,0.00,0.00,23.30,0.00,4.20,100.00,66.50
Person County,100.00,0.00,100.00,100.00,0.00,4.20,50.00,27.30,50.00,66.40
Pettis County,66.67,33.33,100.00,66.67,0.00,8.30,0.00,3.40,100.00,85.50
Philadelphia County,85.00,22.73,86.36,65.00,4.76,13.60,85.71,44.10,9.52,35.80
Phillips County,100.00,0.00,100.00,50.00,0.00,1.70,100.00,61.60,0.00,35.60
Phillips County,100.00,0.00,100.00,100.00,0.00,20.60,0.00,1.00,0.00,76.60
Phillips County,100.00,0.00,100.00,0.00,0.00,2.10,0.00,0.10,100.00,85.50
Pickaway County,100.00,0.00,100.00,100.00,0.00,1.30,0.00,3.70,100.00,93.00
Pickens County,100.00,0.00,100.00,0.00,0.00,4.10,100.00,40.20,0.00,54.70
Pickens County,100.00,0.00,100.00,100.00,0.00,3.10,50.00,1.70,50.00,93.10
Pickens County,100.00,0.00,100.00,100.00,0.00,3.40,0.00,6.90,100.00,86.40
Pierce County,96.15,10.71,96.43,53.85,13.64,10.20,22.73,7.40,54.55,68.40
Pike County,100.00,0.00,100.00,100.00,0.00,1.60,0.00,10.50,0.00,86.00
Pike County,100.00,0.00,100.00,0.00,0.00,0.80,0.00,0.80,100.00,97.10
Pike County,50.00,66.67,100.00,50.00,0.00,0.90,0.00,1.10,100.00,95.50
Pima County,89.19,17.50,92.50,62.16,54.84,36.10,6.45,4.10,38.71,53.30
Pinal County,88.89,20.00,100.00,44.44,22.22,29.20,11.11,4.90,66.67,57.90
Pine County,0.00,100.00,0.00,0.00,0.00,2.90,0.00,2.40,100.00,89.80
Pinellas County,94.44,10.53,100.00,66.67,0.00,8.80,47.06,10.90,52.94,75.40
Pitt County,100.00,0.00,100.00,80.00,0.00,5.90,80.00,34.80,20.00,56.20
Pittsburg County,100.00,0.00,100.00,100.00,0.00,4.60,50.00,3.60,50.00,70.20
Placer County,100.00,0.00,100.00,42.86,14.29,13.50,14.29,1.70,71.43,74.20
Plymouth County,100.00,0.00,100.00,0.00,33.33,3.60,0.00,10.00,66.67,83.70
Pocahontas County,100.00,0.00,100.00,100.00,0.00,1.50,0.00,1.10,100.00,95.80
Poinsett County,100.00,0.00,100.00,100.00,0.00,2.70,0.00,8.00,100.00,87.50
Polk County,100.00,0.00,100.00,100.00,0.00,6.40,0.00,0.50,100.00,88.60
Polk County,95.00,5.00,100.00,65.00,30.00,19.60,10.00,15.70,60.00,62.10
Polk County,0.00,100.00,100.00,0.00,0.00,13.00,0.00,13.00,100.00,72.10
Polk County,90.00,10.00,70.00,60.00,0.00,8.00,20.00,6.70,80.00,79.20
Polk County,100.00,0.00,100.00,50.00,100.00,13.00,0.00,0.80,0.00,79.50
Polk County,100.00,0.00,100.00,100.00,0.00,14.40,0.00,11.40,100.00,71.00
Polk County,100.00,0.00,100.00,0.00,0.00,1.70,0.00,0.40,100.00,95.40
Pontotoc County,100.00,0.00,100.00,100.00,0.00,6.30,0.00,15.60,100.00,77.00
Pontotoc County,100.00,0.00,100.00,80.00,0.00,4.80,0.00,2.50,100.00,67.40
Pope County,100.00,0.00,100.00,60.00,0.00,8.40,0.00,3.20,100.00,84.80
Portage County,100.00,0.00,100.00,0.00,0.00,1.60,50.00,4.50,50.00,90.20
Porter County,100.00,50.00,50.00,0.00,0.00,9.50,50.00,3.80,50.00,84.10
Portsmouth County,66.67,33.33,100.00,33.33,0.00,4.00,100.00,53.40,0.00,39.30
Pottawatomie County,100.00,0.00,100.00,100.00,0.00,5.20,0.00,1.40,100.00,89.70
Pottawatomie County,66.67,33.33,100.00,33.33,0.00,4.90,0.00,3.20,100.00,73.20
Pottawattamie County,100.00,0.00,100.00,100.00,0.00,7.20,0.00,1.60,100.00,88.70
Potter County,90.00,10.00,100.00,80.00,55.56,37.40,0.00,10.60,33.33,46.30
Powhatan County,100.00,0.00,100.00,100.00,0.00,2.00,0.00,12.60,100.00,83.50
Pratt County,100.00,0.00,100.00,100.00,100.00,6.80,0.00,1.40,0.00,88.90
Prince Edward County,100.00,0.00,100.00,100.00,0.00,2.50,100.00,32.60,0.00,62.40
Prince George's County,84.62,21.43,100.00,69.23,7.14,16.90,92.86,64.70,0.00,14.20
Prince William County,66.67,33.33,100.00,33.33,33.33,22.00,33.33,21.50,33.33,45.70
Providence County,100.00,33.33,66.67,50.00,0.00,20.90,66.67,11.40,33.33,64.10
Pueblo County,94.44,15.00,85.00,66.67,60.00,42.50,5.00,2.50,30.00,52.90
Pulaski County,100.00,14.29,85.71,50.00,0.00,6.00,50.00,36.00,50.00,54.00
Pulaski County,100.00,0.00,100.00,100.00,0.00,1.50,0.00,5.30,100.00,91.10
Putnam County,100.00,25.00,100.00,66.67,0.00,9.60,100.00,16.60,0.00,71.70
Putnam County,100.00,0.00,100.00,100.00,0.00,1.10,50.00,1.10,50.00,95.60
Quay County,100.00,0.00,100.00,0.00,0.00,44.70,0.00,1.80,100.00,50.60
Queens County,100.00,0.00,80.00,80.00,0.00,28.00,50.00,20.80,50.00,26.20
Rabun County,100.00,0.00,100.00,0.00,0.00,8.40,100.00,1.60,0.00,87.70
Racine County,100.00,0.00,100.00,33.33,0.00,12.50,66.67,11.70,33.33,73.10
Raleigh County,100.00,0.00,100.00,100.00,0.00,1.50,100.00,8.20,0.00,87.60
Ramsey County,100.00,8.33,58.33,72.73,0.00,7.30,41.67,11.70,33.33,64.20
Ramsey County,0.00,100.00,100.00,0.00,0.00,2.50,0.00,0.50,0.00,85.20
Randolph County,100.00,0.00,100.00,100.00,0.00,2.10,100.00,60.90,0.00,36.30
Randolph County,100.00,0.00,100.00,100.00,0.00,3.20,0.00,0.70,100.00,94.50
Randolph County,100.00,0.00,100.00,0.00,0.00,1.90,0.00,5.90,0.00,89.30
Randolph County,100.00,0.00,100.00,50.00,16.67,11.10,16.67,6.30,66.67,80.10
Randolph County,100.00,0.00,100.00,50.00,0.00,0.80,0.00,1.50,100.00,96.10
Rankin County,100.00,0.00,100.00,50.00,0.00,2.60,0.00,20.20,100.00,75.00
Rapides Parish County,100.00,20.00,100.00,100.00,0.00,2.80,60.00,32.00,40.00,61.60
Real County,100.00,0.00,100.00,100.00,0.00,26.70,0.00,0.90,100.00,69.60
Red River Parish County,50.00,50.00,100.00,50.00,0.00,1.60,50.00,39.50,50.00,57.60
Red River County,100.00,0.00,0.00,0.00,0.00,7.20,100.00,17.40,0.00,73.10
Refugio County,100.00,0.00,100.00,100.00,0.00,49.80,100.00,6.70,0.00,42.50
Reno County,100.00,0.00,100.00,50.00,0.00,9.00,0.00,3.40,100.00,84.80
Rensselaer County,100.00,50.00,100.00,100.00,0.00,4.50,100.00,7.30,0.00,84.30
Richland County,100.00,0.00,100.00,33.33,0.00,1.70,33.33,9.50,66.67,86.20
Richland County,100.00,0.00,100.00,100.00,0.00,5.10,100.00,46.90,0.00,44.10
Richmond County,100.00,0.00,100.00,75.00,0.00,4.60,50.00,55.50,50.00,36.40
Richmond County,100.00,0.00,100.00,100.00,0.00,18.10,100.00,11.90,0.00,62.60
Richmond County,87.50,12.50,75.00,50.00,0.00,6.60,62.50,48.93,37.50,41.03
Riley County,100.00,0.00,0.00,100.00,0.00,8.10,0.00,6.90,100.00,77.10
Ripley County,100.00,0.00,100.00,100.00,0.00,1.70,0.00,0.40,100.00,96.20
Ritchie County,0.00,100.00,100.00,0.00,0.00,0.70,0.00,0.40,100.00,97.70
Riverside County,98.25,15.15,92.42,57.89,52.27,47.40,13.64,7.00,31.82,37.40
Roane County,100.00,0.00,100.00,100.00,0.00,1.70,0.00,2.70,0.00,93.10
Roane County,100.00,0.00,100.00,66.67,0.00,0.90,0.00,0.40,100.00,97.10
Roanoke County,100.00,0.00,75.00,75.00,0.00,4.35,50.00,17.74,50.00,73.37
Robeson County,100.00,0.00,100.00,75.00,0.00,8.10,33.33,24.70,66.67,26.60
Rock Island County,100.00,0.00,66.67,100.00,0.00,12.40,100.00,9.80,0.00,73.70
Rock County,100.00,0.00,100.00,100.00,0.00,8.20,100.00,5.10,0.00,83.60
Rockcastle County,100.00,0.00,100.00,100.00,0.00,0.80,0.00,0.40,100.00,97.60
Rockdale County,100.00,0.00,100.00,100.00,0.00,10.00,0.00,51.00,100.00,36.40
Rockingham County,0.00,100.00,100.00,0.00,0.00,5.90,0.00,19.00,100.00,72.90
Rockingham County,100.00,0.00,100.00,100.00,0.00,2.60,0.00,0.90,100.00,93.30
Rockingham County,100.00,0.00,100.00,33.33,0.00,6.00,0.00,2.10,100.00,90.10
Rockland County,100.00,0.00,100.00,100.00,0.00,17.10,0.00,13.10,100.00,63.40
Rockwall County,0.00,100.00,100.00,0.00,100.00,17.00,0.00,6.10,0.00,72.60
Rogers County,100.00,25.00,100.00,66.67,25.00,4.20,0.00,1.30,50.00,72.70
Rolette County,0.00,100.00,100.00,0.00,0.00,1.60,0.00,0.40,0.00,20.20
Rowan County,100.00,0.00,100.00,100.00,0.00,1.50,0.00,1.90,100.00,94.60
Rowan County,100.00,0.00,100.00,100.00,0.00,8.20,100.00,16.60,0.00,72.90
Runnels County,100.00,0.00,100.00,100.00,0.00,33.90,0.00,2.60,0.00,62.30
Rusk County,100.00,0.00,100.00,100.00,0.00,16.10,0.00,17.70,0.00,64.30
Rusk County,100.00,0.00,100.00,0.00,0.00,1.70,0.00,0.60,100.00,95.80
Russell County,100.00,50.00,75.00,50.00,0.00,5.00,33.33,42.90,66.67,49.50
Rutherford County,100.00,0.00,100.00,100.00,0.00,4.10,0.00,9.90,100.00,83.80
Rutherford County,100.00,0.00,100.00,100.00,0.00,7.20,50.00,14.00,50.00,73.60
Rutland County,100.00,0.00,100.00,50.00,0.00,1.30,0.00,0.60,100.00,95.90
Sabine Parish County,0.00,100.00,100.00,0.00,0.00,3.80,100.00,16.90,0.00,68.20
Sacramento County,91.18,11.43,77.14,52.94,18.18,22.50,45.45,10.90,33.33,46.60
Saginaw County,66.67,33.33,100.00,33.33,0.00,8.10,0.00,19.40,66.67,70.00
Saint Charles County,100.00,0.00,100.00,100.00,0.00,3.10,0.00,4.70,100.00,87.90
Saint Clair County,100.00,0.00,100.00,100.00,0.00,2.30,25.00,9.50,75.00,85.90
Saint Clair County,100.00,25.00,100.00,100.00,0.00,3.80,75.00,30.20,25.00,62.50
Saint Clair County,100.00,0.00,100.00,100.00,0.00,3.20,0.00,2.60,100.00,91.60
Saint Francis County,100.00,0.00,100.00,100.00,0.00,4.40,66.67,52.70,33.33,41.10
Saint Francois County,100.00,0.00,100.00,100.00,0.00,1.40,0.00,4.50,100.00,92.30
Saint Johns County,80.00,20.00,100.00,60.00,0.00,6.10,0.00,5.70,100.00,84.00
Saint Joseph County,100.00,0.00,100.00,25.00,25.00,8.20,50.00,13.20,25.00,74.20
Saint Joseph County,100.00,0.00,100.00,0.00,0.00,7.20,0.00,2.80,0.00,87.10
Saint Lawrence County,100.00,0.00,100.00,0.00,0.00,2.20,0.00,2.50,0.00,92.20
Saint Louis County,100.00,0.00,80.00,60.00,0.00,1.50,0.00,1.60,100.00,91.50
Saint Louis County,97.50,2.50,97.50,75.00,0.00,2.70,74.36,23.90,25.64,67.60
Saint Lucie County,100.00,11.11,100.00,12.50,22.22,17.60,66.67,20.20,11.11,59.50
Saint Mary's County,100.00,0.00,100.00,50.00,0.00,4.70,0.00,14.50,100.00,75.30
Saline County,100.00,0.00,100.00,66.67,0.00,4.20,0.00,6.60,100.00,86.60
Saline County,100.00,0.00,100.00,66.67,0.00,10.90,0.00,3.60,100.00,80.30
Salt Lake County,94.74,5.26,65.79,52.63,16.22,17.80,16.22,2.00,64.86,72.60
Sampson County,100.00,0.00,66.67,100.00,0.00,18.40,0.00,27.00,100.00,52.20
San Bernardino County,93.06,14.10,93.59,44.44,37.50,51.70,15.62,9.50,40.62,30.60
San Diego County,80.95,24.44,64.44,38.10,43.90,33.20,12.20,5.60,34.15,46.70
San Francisco County,87.50,12.50,75.00,43.75,37.50,15.30,25.00,5.80,31.25,41.20
San Joaquin County,100.00,10.53,89.47,47.06,20.00,40.50,33.33,8.10,26.67,34.00
San Juan County,80.00,42.86,71.43,60.00,40.00,19.50,0.00,0.90,40.00,40.60
San Juan County,100.00,0.00,100.00,100.00,0.00,5.10,0.00,0.40,0.00,46.60
San Luis Obispo County,100.00,0.00,100.00,80.00,20.00,22.00,0.00,2.20,80.00,69.50
San Mateo County,100.00,0.00,100.00,60.00,40.00,25.30,0.00,3.00,60.00,40.40
San Miguel County,100.00,0.00,100.00,100.00,100.00,77.20,0.00,1.90,0.00,19.00
San Patricio County,100.00,0.00,100.00,0.00,100.00,56.00,0.00,2.20,0.00,40.20
Sanders County,100.00,0.00,100.00,100.00,0.00,2.50,0.00,0.30,0.00,90.00
Sandoval County,100.00,0.00,100.00,100.00,100.00,37.40,0.00,2.60,0.00,45.30
Sangamon County,0.00,100.00,0.00,0.00,0.00,2.20,0.00,12.40,100.00,81.40
Santa Barbara County,100.00,10.00,100.00,44.44,77.78,44.40,0.00,2.40,22.22,45.90
Santa Clara County,87.50,12.50,78.12,34.38,50.00,26.60,15.38,2.90,26.92,33.30
Santa Cruz County,100.00,0.00,100.00,0.00,100.00,82.80,0.00,0.90,0.00,15.60
Santa Cruz County,100.00,0.00,66.67,33.33,0.00,33.20,0.00,1.40,66.67,58.20
Santa Fe County,100.00,0.00,75.00,75.00,75.00,51.30,0.00,1.20,25.00,43.10
Santa Rosa County,100.00,0.00,100.00,33.33,0.00,5.20,0.00,6.60,100.00,82.80
Sarasota County,100.00,0.00,100.00,57.14,14.29,8.70,14.29,5.00,71.43,83.70
Schenectady County,100.00,0.00,100.00,50.00,0.00,6.60,0.00,11.30,100.00,75.40
Scott County,100.00,25.00,100.00,66.67,0.00,6.30,0.00,7.50,100.00,81.30
Scott County,100.00,0.00,100.00,100.00,20.00,4.20,20.00,5.80,60.00,87.30
Scott County,100.00,0.00,100.00,100.00,0.00,4.80,0.00,3.60,100.00,82.90
Scott County,0.00,100.00,100.00,0.00,0.00,0.70,0.00,0.30,100.00,97.50
Scott County,100.00,0.00,100.00,100.00,0.00,1.30,0.00,0.80,100.00,96.80
Screven County,0.00,100.00,100.00,0.00,0.00,1.70,100.00,41.70,0.00,55.10
Scurry County,50.00,50.00,100.00,50.00,0.00,39.30,0.00,5.10,100.00,54.50
Searcy County,100.00,0.00,100.00,0.00,0.00,2.10,0.00,0.30,100.00,93.70
Sebastian County,100.00,0.00,100.00,50.00,0.00,13.40,50.00,6.80,50.00,71.10
Sedgwick County,83.33,23.08,92.31,41.67,23.08,13.90,0.00,9.50,76.92,68.90
Seminole County,66.67,33.33,66.67,66.67,0.00,19.20,0.00,12.20,100.00,63.60
Seminole County,100.00,0.00,100.00,0.00,0.00,4.50,0.00,4.60,100.00,65.60
Seneca County,100.00,0.00,100.00,100.00,0.00,4.80,0.00,2.60,100.00,90.40
Sequoyah County,75.00,25.00,100.00,50.00,0.00,3.80,0.00,2.00,75.00,64.20
Sevier County,100.00,0.00,66.67,66.67,0.00,5.60,0.00,1.20,100.00,90.80
Shasta County,94.44,5.56,100.00,66.67,5.56,9.40,0.00,1.10,77.78,80.90
Shawnee County,100.00,20.00,80.00,50.00,20.00,11.60,20.00,8.80,40.00,74.80
Sheboygan County,100.00,0.00,50.00,50.00,0.00,6.00,50.00,1.80,50.00,85.60
Shelby County,100.00,0.00,100.00,0.00,0.00,6.00,0.00,12.10,100.00,78.50
Shelby County,100.00,0.00,100.00,100.00,0.00,3.90,0.00,1.20,100.00,93.00
Shelby County,100.00,0.00,0.00,100.00,0.00,8.70,0.00,7.70,100.00,81.00
Shelby County,95.24,4.76,85.71,66.67,5.00,6.00,70.00,53.30,25.00,37.20
Shelby County,100.00,0.00,100.00,100.00,0.00,18.00,0.00,17.60,100.00,62.80
Sheridan County,100.00,0.00,100.00,0.00,0.00,4.60,0.00,0.40,0.00,82.70
Sherman County,0.00,100.00,100.00,0.00,0.00,42.20,100.00,1.20,0.00,55.30
Sierra County,100.00,0.00,100.00,100.00,100.00,29.40,0.00,0.80,0.00,66.50
Silver Bow County,100.00,0.00,0.00,100.00,0.00,4.20,0.00,0.50,100.00,91.10
Simpson County,100.00,0.00,100.00,100.00,0.00,1.60,0.00,35.70,100.00,61.50
Siskiyou County,100.00,25.00,100.00,66.67,0.00,11.90,0.00,1.40,100.00,77.50
Smith County,100.00,0.00,100.00,0.00,0.00,2.60,0.00,2.10,100.00,93.40
Smith County,100.00,0.00,100.00,0.00,100.00,18.70,0.00,17.90,0.00,60.70
Snohomish County,88.89,11.11,100.00,33.33,12.50,9.70,0.00,3.10,75.00,72.10
Socorro County,100.00,0.00,100.00,100.00,100.00,49.30,0.00,1.30,0.00,35.80
Solano County,88.89,20.00,60.00,22.22,40.00,25.60,40.00,14.80,20.00,39.60
Somerset County,100.00,0.00,100.00,100.00,0.00,1.00,0.00,0.50,100.00,96.00
Somerset County,100.00,0.00,100.00,0.00,0.00,1.40,0.00,2.80,100.00,94.80
Sonoma County,100.00,33.33,66.67,0.00,66.67,26.10,0.00,1.90,33.33,64.60
Spalding County,100.00,0.00,50.00,100.00,0.00,4.50,0.00,33.20,100.00,60.00
Spartanburg County,100.00,12.50,87.50,57.14,0.00,6.40,37.50,21.00,62.50,69.00
Spokane County,89.47,15.00,70.00,52.63,0.00,5.20,5.88,1.90,82.35,85.60
Spotsylvania County,100.00,0.00,100.00,100.00,0.00,8.70,100.00,16.10,0.00,70.10
Stafford County,100.00,0.00,100.00,100.00,0.00,11.30,0.00,18.00,100.00,64.80
Stanislaus County,88.24,11.76,70.59,29.41,47.06,44.10,11.76,3.30,35.29,44.30
Stark County,100.00,0.00,100.00,0.00,0.00,4.90,0.00,1.70,0.00,89.50
Stark County,33.33,66.67,66.67,33.33,0.00,1.90,0.00,7.80,100.00,87.10
Starke County,100.00,50.00,100.00,0.00,0.00,3.40,0.00,0.40,0.00,94.50
Starr County,100.00,0.00,50.00,100.00,50.00,95.80,50.00,0.40,0.00,3.80
Stearns County,100.00,0.00,100.00,50.00,0.00,3.10,0.00,3.90,50.00,89.20
Stevens County,100.00,0.00,100.00,100.00,0.00,4.20,0.00,1.30,100.00,89.90
Stevens County,100.00,0.00,100.00,100.00,0.00,3.50,0.00,0.50,100.00,86.80
Stewart County,100.00,0.00,100.00,100.00,0.00,24.50,0.00,51.50,100.00,27.60
Stillwater County,0.00,100.00,100.00,0.00,0.00,3.30,0.00,0.30,100.00,93.60
Stokes County,100.00,0.00,100.00,0.00,0.00,2.90,0.00,4.20,100.00,91.40
Stone County,100.00,0.00,100.00,100.00,0.00,1.80,0.00,0.40,0.00,95.00
Stone County,100.00,0.00,100.00,100.00,0.00,2.00,0.00,0.50,100.00,95.20
Stone County,100.00,0.00,0.00,100.00,0.00,1.70,0.00,19.80,100.00,76.80
Strafford County,100.00,0.00,100.00,100.00,0.00,2.20,0.00,1.20,100.00,91.70
Stutsman County,100.00,0.00,100.00,100.00,0.00,2.10,0.00,1.10,100.00,93.50
Suffolk County,100.00,0.00,90.00,70.00,22.22,21.80,66.67,24.70,0.00,46.70
Suffolk County,100.00,16.67,100.00,40.00,0.00,18.20,33.33,8.30,66.67,69.30
Suffolk County,100.00,0.00,0.00,0.00,0.00,3.70,0.00,42.90,100.00,49.90
Sullivan County,100.00,0.00,100.00,100.00,0.00,1.80,0.00,4.70,100.00,92.00
Sullivan County,100.00,0.00,100.00,100.00,0.00,1.50,0.00,0.70,100.00,95.50
Sullivan County,100.00,0.00,100.00,100.00,0.00,1.80,0.00,3.20,100.00,93.50
Sullivan County,100.00,0.00,100.00,80.00,0.00,1.70,0.00,2.40,100.00,93.70
Summit County,63.64,36.36,90.91,54.55,0.00,1.90,20.00,14.80,50.00,78.40
Sumner County,100.00,0.00,50.00,0.00,0.00,4.40,50.00,7.10,50.00,85.70
Sumter County,100.00,0.00,100.00,66.67,33.33,5.60,0.00,8.30,66.67,84.60
Sumter County,100.00,0.00,50.00,100.00,0.00,3.80,50.00,47.10,50.00,46.40
Sussex County,100.00,0.00,100.00,75.00,33.33,9.30,33.33,12.80,33.33,75.00
Sussex County,100.00,0.00,100.00,100.00,0.00,2.80,100.00,57.50,0.00,38.60
Sutter County,100.00,0.00,100.00,50.00,50.00,29.90,0.00,2.50,0.00,47.80
Talladega County,100.00,66.67,100.00,100.00,0.00,2.30,33.33,32.50,66.67,63.40
Tallapoosa County,100.00,0.00,0.00,0.00,0.00,2.30,0.00,27.30,100.00,68.90
Tangipahoa Parish County,100.00,33.33,66.67,50.00,0.00,3.90,0.00,30.20,100.00,63.90
Taos County,100.00,0.00,100.00,66.67,100.00,56.10,0.00,0.80,0.00,36.10
Tarrant County,86.11,18.42,84.21,66.67,25.71,27.80,34.29,16.20,37.14,49.30
Tate County,100.00,0.00,100.00,100.00,0.00,2.50,100.00,31.30,0.00,64.70
Tattnall County,50.00,50.00,100.00,0.00,0.00,10.50,0.00,29.50,100.00,58.80
Taylor County,100.00,0.00,100.00,33.33,0.00,23.60,33.33,7.80,66.67,65.20
Taylor County,100.00,0.00,100.00,100.00,0.00,0.90,0.00,1.10,100.00,96.30
Tazewell County,100.00,0.00,100.00,50.00,0.00,2.20,0.00,1.30,100.00,94.20
Tehama County,100.00,0.00,100.00,57.14,42.86,24.10,0.00,1.00,42.86,69.40
Terrebonne Parish County,100.00,0.00,85.71,85.71,33.33,4.90,16.67,19.00,50.00,67.60
Thomas County,100.00,50.00,50.00,100.00,0.00,3.40,100.00,36.80,0.00,57.80
Thomas County,100.00,0.00,100.00,100.00,0.00,5.40,0.00,0.80,100.00,91.40
Thurston County,100.00,16.67,100.00,40.00,0.00,8.40,0.00,3.40,40.00,76.30
Tioga County,100.00,0.00,100.00,0.00,0.00,1.30,100.00,0.90,0.00,96.10
Tippecanoe County,100.00,0.00,100.00,100.00,0.00,8.00,0.00,4.90,100.00,78.10
Tishomingo County,100.00,0.00,100.00,100.00,0.00,2.60,0.00,2.80,100.00,93.40
